CO2,PIR_TRIGGER,LABEL
1.433214169645758984e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.426714332141696406e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.423464413389665395e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.436464088397789995e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.429964250893727695e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.429964250893727695e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.429964250893727695e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.433214169645758984e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.429964250893727695e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.420214494637634106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.413714657133571528e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.410464738381540517e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.436464088397789995e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.420214494637634106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.416964575885602817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400714982125446928e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.416964575885602817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.420214494637634106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.416964575885602817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.413714657133571528e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.394215144621384350e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.390965225869353339e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400714982125446928e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400714982125446928e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.416964575885602817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.397465063373415639e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.397465063373415639e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.384465388365290761e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.384465388365290761e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.394215144621384350e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.397465063373415639e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.410464738381540517e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.390965225869353339e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.397465063373415639e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.390965225869353339e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.377965550861228461e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.384465388365290761e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.397465063373415639e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400714982125446928e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.394215144621384350e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.384465388365290761e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.387715307117322050e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.390965225869353339e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.394215144621384350e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.371465713357166161e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.374715632109197172e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.374715632109197172e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.355216119597009994e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.351966200844978983e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.351966200844978983e-01,4.000000000000000083e-02,0.000000000000000000e+00
1.364965875853103583e-01,4.000000000000000083e-02,0.000000000000000000e+00
1.371465713357166161e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.371465713357166161e-01,4.000000000000000083e-02,0.000000000000000000e+00
1.371465713357166161e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.381215469613259750e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.387715307117322050e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.384465388365290761e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.371465713357166161e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.374715632109197172e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.374715632109197172e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.364965875853103583e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.358466038349041283e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.351966200844978983e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.342216444588885393e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.358466038349041283e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.348716282092947694e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.351966200844978983e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.351966200844978983e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.338966525836854105e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.348716282092947694e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.329216769580760515e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.316217094572635637e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.322716932076698215e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.342216444588885393e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.342216444588885393e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.329216769580760515e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.345466363340916405e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.345466363340916405e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.335716607084822816e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.338966525836854105e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.361715957101072572e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.332466688332791804e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.355216119597009994e-01,0.000000000000000000e+00,0.000000000000000000e+00
